command	namespace	access	ui_status	capability	limitation	cli_source	ui_source
openstack router add subnet	openstack.network.v2	mutation	yes	Router → Interfaces → Add Interface по subnet, optional IP.	При явном IP UI создает новый port и подключает его.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L334	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/ports/forms.py#L28; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/ports/tables.py#L39
openstack router create	openstack.network.v2	mutation	yes	Создать — Create Router: name, admin state, external network/SNAT, DVR/HA/AZ при доступности.	Flavor, NDP, QoS и другие расширенные CLI-поля не все представлены.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L462	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/forms.py#L34; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/tables.py#L257
openstack router delete	openstack.network.v2	mutation	yes	Удалить — Routers: список, Router Details, Delete Router.	Удаление UI предварительно снимает интерфейсы; это отличается от прямого запроса delete API.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L641	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/tables.py#L257; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/tables.py#L36
openstack router list	openstack.network.v2	read	yes	Перечислить — Routers: список, Router Details, Delete Router.	Удаление UI предварительно снимает интерфейсы; это отличается от прямого запроса delete API.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L683	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/tables.py#L257; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/tables.py#L36
openstack router remove gateway	openstack.network.v2	mutation	no	Нет UI управления несколькими external gateways.	CLI add/remove gateway требует external-gateway-multihoming. Обычные Set/Clear Gateway в UI соответствуют части router set/unset и не заменяют эти команды.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L1316	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/ports/forms.py#L147; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/tables.py#L110
openstack router remove port	openstack.network.v2	mutation	yes	Remove Interface у выбранного router port.	Для gateway-порта UI вызывает удаление gateway; обычный интерфейс удаляется по port_id.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L827	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/ports/tables.py#L52
openstack router remove route	openstack.network.v2	mutation	yes	Static Routes в деталях router: Add Static Route / Delete Static Routes.	Нужен extraroute; UI работает через таблицу маршрутов, а не обещает одинаковую атомарность всех CLI-вариантов.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L409	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/extensions/extraroutes/tables.py#L26
openstack router remove subnet	openstack.network.v2	mutation	partial	Remove Interface удаляет интерфейс, соответствующий подсети.	UI удаляет по port_id; выбор одной subnet из общего интерфейса нескольких IPv6 subnet не представлен.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L853	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/ports/tables.py#L81
openstack router set	openstack.network.v2	mutation	partial	Изменить — Edit Router: name/admin state/DVR; Set Gateway задает внешнюю сеть/SNAT; отдельные действия меняют routes.	HA update намеренно скрыт; нет общей формы multihoming, QoS, NDP, ECMP/BFD и остальных расширенных параметров.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L883	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/forms.py#L159; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/ports/forms.py#L147
openstack router show	openstack.network.v2	read	yes	Показать — Routers: список, Router Details, Delete Router.	Удаление UI предварительно снимает интерфейсы; это отличается от прямого запроса delete API.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L1117	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/tables.py#L257; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/tables.py#L36
openstack router unset	openstack.network.v2	mutation	partial	Снять параметры — Clear Gateway и удаление Static Routes.	Нет снятия QoS policy/тегов и управления выборочными multihomed gateways.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L1153	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/tables.py#L124; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/extensions/extraroutes/tables.py#L39
openstack router ndp proxy create	openstack.network.v2	mutation	no	Создать — Создать: NDP proxy маршрутизатора.	Нет панели и формы NDP proxies.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/ndp_proxy.py#L39	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack router ndp proxy delete	openstack.network.v2	mutation	no	Удалить — Удалить: NDP proxy маршрутизатора.	Нет панели и формы NDP proxies.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/ndp_proxy.py#L103	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack router ndp proxy list	openstack.network.v2	read	no	Перечислить — Перечислить: NDP proxy маршрутизатора.	Нет панели и формы NDP proxies.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/ndp_proxy.py#L138	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack router ndp proxy set	openstack.network.v2	mutation	no	Изменить — Изменить: NDP proxy маршрутизатора.	Нет панели и формы NDP proxies.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/ndp_proxy.py#L233	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack router ndp proxy show	openstack.network.v2	read	no	Показать — Показать: NDP proxy маршрутизатора.	Нет панели и формы NDP proxies.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/ndp_proxy.py#L270	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack security group create	openstack.network.v2	mutation	partial	Создать — Create/Edit Security Group: name и description.	Нет выбора stateful/stateless и управления tags; создание для произвольного проекта не представлено формой проекта.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/security_group.py#L102	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/forms.py#L36; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L113
openstack security group delete	openstack.network.v2	mutation	yes	Удалить — Security Groups: список, Manage Rules/детали, Delete.	Детали ориентированы на правила; полный JSON API не воспроизводится.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/security_group.py#L196	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L113; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/views.py#L40
openstack security group list	openstack.network.v2	read	yes	Перечислить — Security Groups: список, Manage Rules/детали, Delete.	Детали ориентированы на правила; полный JSON API не воспроизводится.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/security_group.py#L223	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L113; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/views.py#L40
openstack security group set	openstack.network.v2	mutation	partial	Изменить — Create/Edit Security Group: name и description.	Нет выбора stateful/stateless и управления tags; создание для произвольного проекта не представлено формой проекта.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/security_group.py#L324	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/forms.py#L36; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L113
openstack security group show	openstack.network.v2	read	yes	Показать — Security Groups: список, Manage Rules/детали, Delete.	Детали ориентированы на правила; полный JSON API не воспроизводится.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/security_group.py#L407	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L113; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/views.py#L40
openstack security group unset	openstack.network.v2	mutation	no	Снять параметры — CLI снимает tags security group.	UI name/description не является редактором tags; действия снятия тегов нет.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/security_group.py#L437	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/forms.py#L36
openstack security group rule create	openstack.network.v2	mutation	partial	Создать — Add Rule: protocol/ports/ICMP, direction, ethertype, CIDR или remote security group.	Нет remote address group, которая доступна CLI; это существенный отдельный вид remote.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/security_group_rule.py#L42	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/forms.py#L97
openstack security group rule delete	openstack.network.v2	mutation	yes	Удалить — Manage Rules: список и параметры правил; Delete Rule.	Просмотр конкретного правила обеспечивается строкой таблицы; remote address group не создается UI.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/security_group_rule.py#L327	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L143; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L247
openstack security group rule list	openstack.network.v2	read	yes	Перечислить — Manage Rules: список и параметры правил; Delete Rule.	Просмотр конкретного правила обеспечивается строкой таблицы; remote address group не создается UI.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/security_group_rule.py#L351	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L143; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L247
openstack security group rule show	openstack.network.v2	read	yes	Показать — Manage Rules: список и параметры правил; Delete Rule.	Просмотр конкретного правила обеспечивается строкой таблицы; remote address group не создается UI.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/security_group_rule.py#L571	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L143; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/security_groups/tables.py#L247
openstack default security group rule create	openstack.network.v2	mutation	no	Создать — Создать: шаблон default security group rule.	Редактирование обычной security group с именем default не управляет этим API-ресурсом.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/default_security_group_rule.py#L38	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack default security group rule delete	openstack.network.v2	mutation	no	Удалить — Удалить: шаблон default security group rule.	Редактирование обычной security group с именем default не управляет этим API-ресурсом.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/default_security_group_rule.py#L232	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack default security group rule list	openstack.network.v2	read	no	Перечислить — Перечислить: шаблон default security group rule.	Редактирование обычной security group с именем default не управляет этим API-ресурсом.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/default_security_group_rule.py#L277	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack default security group rule show	openstack.network.v2	read	no	Показать — Показать: шаблон default security group rule.	Редактирование обычной security group с именем default не управляет этим API-ресурсом.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/default_security_group_rule.py#L390	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack subnet create	openstack.network.v2	mutation	yes	Создать — Create Subnet: CIDR либо существующий subnet pool, IPv4/IPv6, gateway, DHCP, DNS, routes, allocation pools.	Нет полного набора CLI-полей, например service types, network segment и tags.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet.py#L291	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/workflows.py#L32; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/workflows.py#L105
openstack subnet delete	openstack.network.v2	mutation	yes	Удалить — Subnets в Network Details: список, детали, Delete Subnet.	Список вложен в сеть; IPv6 и другие поля зависят от настроек/расширений.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet.py#L435	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/tables.py#L110; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/views.py#L105
openstack subnet list	openstack.network.v2	read	yes	Перечислить — Subnets в Network Details: список, детали, Delete Subnet.	Список вложен в сеть; IPv6 и другие поля зависят от настроек/расширений.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet.py#L477	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/tables.py#L110; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/views.py#L105
openstack subnet set	openstack.network.v2	mutation	partial	Изменить — Edit Subnet: name, gateway, DHCP, allocation pools, DNS nameservers, host routes.	IPv6 modes при update скрыты; нет service types, segment, description/tags и ряда расширений.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet.py#L650	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/workflows.py#L94; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/workflows.py#L199
openstack subnet show	openstack.network.v2	read	yes	Показать — Subnets в Network Details: список, детали, Delete Subnet.	Список вложен в сеть; IPv6 и другие поля зависят от настроек/расширений.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet.py#L743	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/tables.py#L110; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/views.py#L105
openstack subnet unset	openstack.network.v2	mutation	partial	Снять параметры — Edit Subnet может убрать gateway, DNS/host routes и записи allocation pools.	Нет снятия service types и tags; полностью пустой allocation_pools не отправляется, поэтому удаление последнего pool не покрыто. DNS/routes можно очистить.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet.py#L764	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/workflows.py#L199; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/workflows.py#L340
openstack subnet pool create	openstack.network.v2	mutation	no	Создать — Нет отдельной панели subnet pools.	При просмотре subnet читается только имя/id ее pool; это не просмотр pool prefixes, address scope, quotas и allocation attributes и не CRUD pool.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet_pool.py#L154	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/views.py#L122; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/workflows.py#L247
openstack subnet pool delete	openstack.network.v2	mutation	no	Удалить — Нет отдельной панели subnet pools.	При просмотре subnet читается только имя/id ее pool; это не просмотр pool prefixes, address scope, quotas и allocation attributes и не CRUD pool.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet_pool.py#L225	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/views.py#L122; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/workflows.py#L247
openstack subnet pool list	openstack.network.v2	read	partial	Перечислить — Существующие subnet pools перечислены в Create Subnet.	Dropdown для allocation, без самостоятельной таблицы pool ресурсов.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet_pool.py#L266	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/workflows.py#L247
openstack subnet pool set	openstack.network.v2	mutation	no	Изменить — Нет отдельной панели subnet pools.	При просмотре subnet читается только имя/id ее pool; это не просмотр pool prefixes, address scope, quotas и allocation attributes и не CRUD pool.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet_pool.py#L392	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/views.py#L122; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/workflows.py#L247
openstack subnet pool show	openstack.network.v2	read	no	Показать — Нет отдельной панели subnet pools.	При просмотре subnet читается только имя/id ее pool; это не просмотр pool prefixes, address scope, quotas и allocation attributes и не CRUD pool.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet_pool.py#L463	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/views.py#L122; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/workflows.py#L247
openstack subnet pool unset	openstack.network.v2	mutation	no	Снять параметры — Нет отдельной панели subnet pools.	При просмотре subnet читается только имя/id ее pool; это не просмотр pool prefixes, address scope, quotas и allocation attributes и не CRUD pool.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/subnet_pool.py#L485	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/subnets/views.py#L122; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/workflows.py#L247
