package	version	interface	namespace	command	target	source_url
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack identity provider set	openstackclient.identity.v3.identity_provider:SetIdentityProvider	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack identity provider show	openstackclient.identity.v3.identity_provider:ShowIdentityProvider	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack implied role create	openstackclient.identity.v3.implied_role:CreateImpliedRole	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack implied role delete	openstackclient.identity.v3.implied_role:DeleteImpliedRole	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack implied role list	openstackclient.identity.v3.implied_role:ListImpliedRole	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack limit create	openstackclient.identity.v3.limit:CreateLimit	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack limit delete	openstackclient.identity.v3.limit:DeleteLimit	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack limit list	openstackclient.identity.v3.limit:ListLimit	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack limit set	openstackclient.identity.v3.limit:SetLimit	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack limit show	openstackclient.identity.v3.limit:ShowLimit	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack mapping create	openstackclient.identity.v3.mapping:CreateMapping	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack mapping delete	openstackclient.identity.v3.mapping:DeleteMapping	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack mapping list	openstackclient.identity.v3.mapping:ListMapping	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack mapping set	openstackclient.identity.v3.mapping:SetMapping	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack mapping show	openstackclient.identity.v3.mapping:ShowMapping	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack policy create	openstackclient.identity.v3.policy:CreatePolicy	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack policy delete	openstackclient.identity.v3.policy:DeletePolicy	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack policy list	openstackclient.identity.v3.policy:ListPolicy	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack policy set	openstackclient.identity.v3.policy:SetPolicy	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack policy show	openstackclient.identity.v3.policy:ShowPolicy	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack project create	openstackclient.identity.v3.project:CreateProject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack project delete	openstackclient.identity.v3.project:DeleteProject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack project list	openstackclient.identity.v3.project:ListProject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack project set	openstackclient.identity.v3.project:SetProject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack project show	openstackclient.identity.v3.project:ShowProject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack region create	openstackclient.identity.v3.region:CreateRegion	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack region delete	openstackclient.identity.v3.region:DeleteRegion	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack region list	openstackclient.identity.v3.region:ListRegion	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack region set	openstackclient.identity.v3.region:SetRegion	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack region show	openstackclient.identity.v3.region:ShowRegion	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack registered limit create	openstackclient.identity.v3.registered_limit:CreateRegisteredLimit	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack registered limit delete	openstackclient.identity.v3.registered_limit:DeleteRegisteredLimit	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack registered limit list	openstackclient.identity.v3.registered_limit:ListRegisteredLimit	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack registered limit set	openstackclient.identity.v3.registered_limit:SetRegisteredLimit	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack registered limit show	openstackclient.identity.v3.registered_limit:ShowRegisteredLimit	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack request token authorize	openstackclient.identity.v3.token:AuthorizeRequestToken	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack request token create	openstackclient.identity.v3.token:CreateRequestToken	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack role add	openstackclient.identity.v3.role:AddRole	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack role assignment list	openstackclient.identity.v3.role_assignment:ListRoleAssignment	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack role create	openstackclient.identity.v3.role:CreateRole	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack role delete	openstackclient.identity.v3.role:DeleteRole	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack role list	openstackclient.identity.v3.role:ListRole	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack role remove	openstackclient.identity.v3.role:RemoveRole	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack role set	openstackclient.identity.v3.role:SetRole	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack role show	openstackclient.identity.v3.role:ShowRole	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack service create	openstackclient.identity.v3.service:CreateService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack service delete	openstackclient.identity.v3.service:DeleteService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack service list	openstackclient.identity.v3.service:ListService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack service provider create	openstackclient.identity.v3.service_provider:CreateServiceProvider	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack service provider delete	openstackclient.identity.v3.service_provider:DeleteServiceProvider	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack service provider list	openstackclient.identity.v3.service_provider:ListServiceProvider	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack service provider set	openstackclient.identity.v3.service_provider:SetServiceProvider	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack service provider show	openstackclient.identity.v3.service_provider:ShowServiceProvider	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack service set	openstackclient.identity.v3.service:SetService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack service show	openstackclient.identity.v3.service:ShowService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack token issue	openstackclient.identity.v3.token:IssueToken	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack token revoke	openstackclient.identity.v3.token:RevokeToken	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack trust create	openstackclient.identity.v3.trust:CreateTrust	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack trust delete	openstackclient.identity.v3.trust:DeleteTrust	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack trust list	openstackclient.identity.v3.trust:ListTrust	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack trust show	openstackclient.identity.v3.trust:ShowTrust	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack user create	openstackclient.identity.v3.user:CreateUser	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack user delete	openstackclient.identity.v3.user:DeleteUser	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack user list	openstackclient.identity.v3.user:ListUser	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack user password set	openstackclient.identity.v3.user:SetPasswordUser	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack user set	openstackclient.identity.v3.user:SetUser	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.identity.v3	openstack user show	openstackclient.identity.v3.user:ShowUser	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v1	openstack image create	openstackclient.image.v1.image:CreateImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v1	openstack image delete	openstackclient.image.v1.image:DeleteImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v1	openstack image list	openstackclient.image.v1.image:ListImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v1	openstack image save	openstackclient.image.v1.image:SaveImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v1	openstack image set	openstackclient.image.v1.image:SetImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v1	openstack image show	openstackclient.image.v1.image:ShowImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack cached image clear	openstackclient.image.v2.cache:ClearCachedImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack cached image delete	openstackclient.image.v2.cache:DeleteCachedImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack cached image list	openstackclient.image.v2.cache:ListCachedImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack cached image queue	openstackclient.image.v2.cache:QueueCachedImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image add project	openstackclient.image.v2.image:AddProjectToImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image create	openstackclient.image.v2.image:CreateImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image delete	openstackclient.image.v2.image:DeleteImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image import	openstackclient.image.v2.image:ImportImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image import info	openstackclient.image.v2.info:ImportInfo	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image list	openstackclient.image.v2.image:ListImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image member get	openstackclient.image.v2.image:ShowProjectImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image member list	openstackclient.image.v2.image:ListImageProjects	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef namespace create	openstackclient.image.v2.metadef_namespaces:CreateMetadefNamespace	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef namespace delete	openstackclient.image.v2.metadef_namespaces:DeleteMetadefNamespace	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef namespace list	openstackclient.image.v2.metadef_namespaces:ListMetadefNamespace	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef namespace set	openstackclient.image.v2.metadef_namespaces:SetMetadefNamespace	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef namespace show	openstackclient.image.v2.metadef_namespaces:ShowMetadefNamespace	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef object create	openstackclient.image.v2.metadef_objects:CreateMetadefObjects	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef object delete	openstackclient.image.v2.metadef_objects:DeleteMetadefObject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef object list	openstackclient.image.v2.metadef_objects:ListMetadefObjects	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef object property show	openstackclient.image.v2.metadef_objects:ShowMetadefObjectProperty	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef object show	openstackclient.image.v2.metadef_objects:ShowMetadefObjects	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef object update	openstackclient.image.v2.metadef_objects:SetMetadefObject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef property create	openstackclient.image.v2.metadef_properties:CreateMetadefProperty	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef property delete	openstackclient.image.v2.metadef_properties:DeleteMetadefProperty	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef property list	openstackclient.image.v2.metadef_properties:ListMetadefProperties	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef property set	openstackclient.image.v2.metadef_properties:SetMetadefProperty	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef property show	openstackclient.image.v2.metadef_properties:ShowMetadefProperty	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef resource type association create	openstackclient.image.v2.metadef_resource_type_association:CreateMetadefResourceTypeAssociation	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef resource type association delete	openstackclient.image.v2.metadef_resource_type_association:DeleteMetadefResourceTypeAssociation	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef resource type association list	openstackclient.image.v2.metadef_resource_type_association:ListMetadefResourceTypeAssociations	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image metadef resource type list	openstackclient.image.v2.metadef_resource_types:ListMetadefResourceTypes	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image remove project	openstackclient.image.v2.image:RemoveProjectImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image save	openstackclient.image.v2.image:SaveImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image set	openstackclient.image.v2.image:SetImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image show	openstackclient.image.v2.image:ShowImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image stage	openstackclient.image.v2.image:StageImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image stores list	openstackclient.image.v2.image:StoresInfo	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image task list	openstackclient.image.v2.task:ListTask	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image task show	openstackclient.image.v2.task:ShowTask	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.image.v2	openstack image unset	openstackclient.image.v2.image:UnsetImage	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address group create	openstackclient.network.v2.address_group:CreateAddressGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address group delete	openstackclient.network.v2.address_group:DeleteAddressGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address group list	openstackclient.network.v2.address_group:ListAddressGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address group set	openstackclient.network.v2.address_group:SetAddressGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address group show	openstackclient.network.v2.address_group:ShowAddressGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address group unset	openstackclient.network.v2.address_group:UnsetAddressGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address scope create	openstackclient.network.v2.address_scope:CreateAddressScope	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address scope delete	openstackclient.network.v2.address_scope:DeleteAddressScope	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address scope list	openstackclient.network.v2.address_scope:ListAddressScope	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address scope set	openstackclient.network.v2.address_scope:SetAddressScope	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack address scope show	openstackclient.network.v2.address_scope:ShowAddressScope	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack default security group rule create	openstackclient.network.v2.default_security_group_rule:CreateDefaultSecurityGroupRule	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack default security group rule delete	openstackclient.network.v2.default_security_group_rule:DeleteDefaultSecurityGroupRule	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack default security group rule list	openstackclient.network.v2.default_security_group_rule:ListDefaultSecurityGroupRule	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack default security group rule show	openstackclient.network.v2.default_security_group_rule:ShowDefaultSecurityGroupRule	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip create	openstackclient.network.v2.floating_ip:CreateFloatingIP	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip delete	openstackclient.network.v2.floating_ip:DeleteFloatingIP	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip list	openstackclient.network.v2.floating_ip:ListFloatingIP	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip pool list	openstackclient.network.v2.floating_ip_pool:ListFloatingIPPool	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip port forwarding create	openstackclient.network.v2.floating_ip_port_forwarding:CreateFloatingIPPortForwarding	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip port forwarding delete	openstackclient.network.v2.floating_ip_port_forwarding:DeleteFloatingIPPortForwarding	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip port forwarding list	openstackclient.network.v2.floating_ip_port_forwarding:ListFloatingIPPortForwarding	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip port forwarding set	openstackclient.network.v2.floating_ip_port_forwarding:SetFloatingIPPortForwarding	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip port forwarding show	openstackclient.network.v2.floating_ip_port_forwarding:ShowFloatingIPPortForwarding	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip set	openstackclient.network.v2.floating_ip:SetFloatingIP	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip show	openstackclient.network.v2.floating_ip:ShowFloatingIP	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack floating ip unset	openstackclient.network.v2.floating_ip:UnsetFloatingIP	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack ip availability list	openstackclient.network.v2.ip_availability:ListIPAvailability	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack ip availability show	openstackclient.network.v2.ip_availability:ShowIPAvailability	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack local ip association create	openstackclient.network.v2.local_ip_association:CreateLocalIPAssociation	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack local ip association delete	openstackclient.network.v2.local_ip_association:DeleteLocalIPAssociation	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack local ip association list	openstackclient.network.v2.local_ip_association:ListLocalIPAssociation	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.network.v2	openstack local ip create	openstackclient.network.v2.local_ip:CreateLocalIP	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
